transaction_amount,account_age_days,transactions_last_24h,international_transaction,unusual_device,unusual_location,failed_login_attempts,distance_from_home_km,fraud
96.53,3962,6,0,0,0,0,52.46,1
134.87,1720,9,0,0,0,1,51.14,1
29.64,2918,5,1,0,0,0,37.42,0
106.86,1963,6,0,0,0,0,24.02,1
128.49,389,5,0,0,0,1,14.04,0
39.69,762,3,0,0,1,2,50.35,1
110.34,3051,3,0,0,0,0,30.41,0
111.0,405,8,0,0,0,0,29.91,1
40.67,2390,10,0,0,0,0,21.07,1
24.28,1411,5,0,0,1,0,76.51,0
22.97,1500,6,0,0,1,2,78.87,1
72.09,3810,5,1,0,0,0,22.46,0
89.51,2435,9,1,0,0,0,15.84,1
32.68,2472,5,0,0,0,0,24.12,0
68.3,1420,4,0,0,0,0,16.94,0
111.44,1544,9,1,0,0,1,40.06,1
116.32,2752,6,0,0,0,0,29.64,0
269.53,184,5,1,0,0,0,48.67,1
210.46,972,7,0,0,0,0,22.68,0
27.08,2413,4,0,1,0,2,134.79,1
303.45,2505,8,0,0,0,0,8.36,0
41.35,396,5,1,0,0,1,28.84,1
170.78,3157,4,0,0,0,0,117.47,1
70.89,2183,4,0,0,0,1,49.18,0
46.02,973,7,0,0,0,0,25.68,1
13.11,3015,6,1,0,0,0,38.48,1
57.15,3963,2,0,0,0,0,10.16,0
16.39,1711,7,1,0,0,1,30.24,1
159.26,1155,5,0,0,0,0,9.97,0
261.15,1218,4,1,0,0,0,5.52,0
32.55,2382,4,0,0,0,1,73.14,0
87.51,218,5,0,0,0,0,17.72,0
34.71,1949,4,0,0,0,0,9.3,0
37.88,128,4,0,0,0,0,23.03,1
133.89,183,6,0,1,0,0,46.95,0
64.41,1737,3,0,0,0,0,10.02,0
319.16,2989,4,0,0,0,0,19.73,0
43.21,3536,5,1,0,1,0,51.16,1
163.92,377,6,0,0,0,0,31.37,0
72.8,998,4,1,0,0,0,74.5,1
136.48,1703,8,0,0,0,1,51.74,1
44.59,2309,5,0,0,0,0,43.27,0
63.78,3948,3,0,0,0,0,50.47,0
60.1,2746,4,0,0,0,0,8.09,0
31.42,2167,5,0,0,0,0,28.54,0
121.01,271,5,0,0,0,0,106.42,1
119.73,350,9,0,0,0,0,21.31,0
113.77,637,7,0,0,0,0,28.94,0
265.94,2653,2,1,0,0,0,18.0,0
245.77,1345,2,1,0,0,1,17.88,0
47.59,986,4,0,0,0,1,55.69,1
93.29,2690,3,0,0,0,0,103.36,0
38.04,3267,12,0,0,0,0,81.24,1
68.1,1772,6,0,1,0,1,4.86,0
38.87,3530,8,0,0,0,1,27.47,0
286.59,2944,5,0,0,0,0,21.68,1
92.51,2873,11,0,0,0,0,11.02,0
54.8,3474,11,0,0,1,0,57.36,1
195.25,759,5,0,0,0,0,23.0,0
9.45,3040,9,0,0,0,2,12.32,0
10.88,3832,4,0,0,0,0,38.7,0
136.49,3969,4,1,0,0,0,9.95,0
70.42,2324,4,0,0,0,1,66.55,1
83.55,3024,7,0,0,1,0,70.13,1
20.21,3557,8,0,0,0,0,49.75,0
65.31,3413,7,0,0,0,1,41.97,0
404.71,3594,9,0,0,0,0,27.27,0
140.02,3334,7,0,0,0,1,36.85,0
77.69,1543,2,0,0,1,0,26.74,1
44.92,2929,8,0,1,0,1,7.7,1
46.75,1659,9,0,0,1,0,48.03,1
9.81,3213,7,0,0,0,0,77.0,0
84.09,3246,6,0,0,0,0,18.06,0
142.73,3740,4,0,0,0,1,54.02,0
16.15,2365,4,0,1,0,0,29.59,0
36.77,1916,7,0,0,0,1,19.28,1
23.53,687,5,0,0,0,0,3.67,0
27.97,2563,6,0,0,0,0,49.17,0
69.97,2278,9,0,0,0,1,42.26,0
10.22,2074,3,1,0,0,2,12.08,0
115.91,2715,4,0,0,0,1,24.02,0
131.43,3408,5,0,0,0,1,29.41,0
53.2,620,6,0,1,0,0,38.25,0
7.15,1742,4,0,0,0,0,61.92,0
27.2,2897,5,0,0,0,1,25.98,0
202.27,3284,5,0,0,0,2,6.51,0
5.47,3120,5,1,0,0,0,30.52,0
48.78,3203,4,1,0,0,0,21.32,0
23.06,3424,8,0,0,0,0,15.46,0
137.57,3848,3,0,1,0,0,55.4,0
36.32,2444,3,0,0,0,0,14.06,0
95.92,1018,2,0,0,0,0,9.06,0
110.93,2267,3,0,0,0,0,20.02,0
348.14,2847,4,0,0,0,0,28.92,0
55.55,429,5,0,0,0,0,31.98,0
93.54,3034,6,0,0,0,0,67.25,0
17.52,2190,8,0,0,0,1,17.03,0
194.68,3747,7,0,0,0,0,49.51,0
33.63,870,4,0,0,0,0,20.06,0
40.26,3630,5,0,0,0,0,4.38,0
65.36,1808,5,0,0,0,1,62.86,0
16.34,2306,1,0,0,0,0,7.63,0
81.93,2650,3,0,0,0,1,35.39,0
159.29,2329,4,1,0,0,0,8.58,0
86.8,3618,3,0,0,1,0,40.69,0
15.96,694,6,0,0,0,0,10.67,0
59.65,2927,2,0,1,0,0,6.17,0
130.04,3900,4,0,1,0,1,24.41,0
12.3,903,4,0,0,0,0,2.85,0
25.35,1042,3,0,0,0,0,26.21,0
146.77,1915,5,0,0,0,1,49.34,0
85.04,2907,6,0,0,0,1,105.7,1
96.62,3837,5,0,0,0,2,33.26,0
355.51,3189,6,0,1,0,3,27.69,1
101.67,3182,5,0,1,0,0,64.56,1
120.55,1781,3,0,0,0,0,9.81,1
764.84,2592,4,0,0,0,0,14.23,0
55.01,868,5,1,0,0,0,48.47,0
32.52,1868,4,0,0,1,0,19.59,0
98.0,780,4,0,0,0,1,22.83,0
99.0,137,2,0,1,0,0,30.33,0
41.51,3430,3,0,1,1,0,11.03,1
26.33,3224,3,0,0,0,0,6.36,0
533.18,2057,5,0,0,0,0,13.47,0
89.49,87,7,0,0,1,0,21.27,0
34.5,387,13,0,1,0,0,40.72,1
152.07,473,3,1,0,0,1,28.61,0
60.45,2876,5,0,0,0,1,47.27,0
53.11,837,3,0,0,0,0,28.26,0
110.61,1023,1,0,0,1,0,52.42,1
20.85,3448,5,0,0,0,1,23.02,0
91.59,3509,5,0,0,0,0,3.28,0
373.03,3059,7,0,0,0,0,16.73,0
101.45,1258,2,0,0,0,0,30.98,0
47.53,2332,5,0,0,0,0,44.06,0
42.25,825,5,1,0,0,0,18.24,0
46.09,3435,4,0,0,0,1,33.56,0
53.06,366,2,0,1,0,0,20.39,0
47.46,2985,3,0,0,1,0,14.41,0
152.12,2060,4,0,0,1,0,44.08,1
14.01,3037,7,0,0,0,0,38.07,0
144.86,1819,6,1,0,0,0,129.1,1
47.38,657,3,0,0,0,1,18.27,0
93.62,3012,6,1,0,0,0,69.03,1
24.18,2535,5,0,0,0,0,7.64,0
220.47,1874,4,0,0,0,0,69.07,0
204.6,1509,8,0,0,0,1,28.76,1
158.16,1394,5,1,0,0,1,21.29,0
17.06,1940,6,0,0,0,0,38.2,0
140.64,1068,2,0,0,0,0,40.33,0
96.0,1150,10,0,0,0,0,63.28,1
15.73,1134,3,0,0,0,0,12.63,0
65.24,80,4,1,0,0,0,7.54,0
92.58,3713,3,0,0,0,0,38.38,0
110.0,969,6,1,0,0,1,36.65,0
78.22,685,5,0,0,0,1,62.54,0
86.67,630,2,0,0,0,0,19.5,0
251.2,3953,3,0,0,0,0,16.4,0
201.03,1922,6,0,0,0,0,37.56,0
5.05,1327,2,0,0,0,1,30.01,0
50.11,1633,2,1,0,1,1,43.37,0
57.5,380,2,1,0,0,1,15.54,1
13.78,1275,7,1,0,0,0,68.63,0
72.59,1017,6,0,1,0,0,35.79,0
205.18,3218,2,0,0,0,0,61.47,0
25.08,261,2,1,0,0,0,25.37,0
90.27,1719,8,0,0,0,0,14.84,0
29.25,3166,6,0,0,0,1,39.27,0
36.43,3339,2,0,0,0,1,47.38,0
252.06,2064,4,1,0,0,0,6.45,1
40.92,913,7,0,0,0,0,99.41,1
101.09,1367,4,0,0,0,1,16.27,0
12.38,912,6,0,0,0,0,32.43,0
356.41,2658,5,0,0,0,0,45.55,0
114.71,1191,3,0,0,0,0,29.8,0
56.59,2533,2,0,0,0,0,31.23,0
111.94,2633,6,0,0,0,0,31.83,0
18.75,3761,3,0,0,0,1,4.14,0
193.31,1500,4,0,0,0,0,33.37,0
49.82,3846,5,0,0,0,0,19.22,0
55.5,1620,7,1,1,0,1,60.57,1
42.84,2732,5,0,0,0,0,53.16,0
39.54,2656,8,0,0,1,1,8.0,0
124.61,3276,3,0,0,0,0,7.6,0
83.96,1892,8,1,0,0,0,102.22,1
119.89,3175,4,0,0,0,1,1.85,0
66.16,1440,6,0,1,0,0,16.92,0
105.83,1980,6,0,0,0,0,10.2,0
45.74,2013,5,0,0,0,0,67.25,0
496.09,2826,5,0,0,0,0,26.24,1
16.26,2484,3,1,0,0,0,16.2,1
207.44,340,4,0,0,0,0,30.37,0
228.4,3241,4,1,0,0,0,96.4,0
30.97,3039,3,0,1,0,1,42.11,0
495.89,445,5,0,0,0,0,41.46,0
163.36,3848,5,0,0,0,0,6.17,0
159.82,2653,6,0,0,0,1,62.83,1
68.39,367,5,0,0,0,1,12.44,1
54.84,1980,8,0,0,0,0,39.51,0
55.23,3349,5,0,0,0,0,14.85,0
94.77,1140,6,0,0,0,1,30.13,0
235.35,3733,5,1,0,0,0,28.91,0
78.51,1691,5,0,0,0,0,149.54,1
29.36,927,8,0,0,0,0,20.6,0
140.05,1445,4,0,1,0,0,36.37,0
152.79,2113,5,0,0,1,0,25.97,1
120.2,2761,8,1,0,0,0,9.64,0
130.44,3713,5,0,0,0,0,39.47,0
52.26,803,7,1,0,0,0,55.36,0
28.9,3842,5,0,0,1,0,11.04,0
30.53,2124,3,0,0,0,1,23.65,0
15.3,537,4,0,0,0,0,30.78,1
82.54,3708,5,0,0,0,0,51.21,0
61.86,1415,6,0,0,0,2,52.69,1
44.88,2493,2,0,0,0,0,5.73,0
4.66,2801,3,0,0,0,1,101.52,1
21.7,83,6,0,0,0,0,42.28,0
182.87,909,10,1,0,0,0,29.46,1
36.67,2755,4,0,0,0,0,50.92,0
92.25,1319,5,0,0,0,1,74.58,1
19.08,67,7,0,1,0,1,25.66,1
243.43,122,3,1,0,0,0,23.3,0
58.58,3310,3,1,1,0,1,9.81,0
86.58,639,3,0,0,0,1,23.55,0
540.88,428,4,1,0,0,3,44.44,1
261.07,2262,3,0,1,0,1,23.58,0
50.61,502,1,0,0,1,0,22.84,0
39.1,2622,4,1,0,0,0,87.6,1
49.75,2190,5,0,0,0,0,35.96,0
105.52,2606,6,0,0,0,1,36.03,0
60.66,1981,6,0,1,0,0,44.93,1
46.73,3120,4,1,0,1,1,57.59,1
249.75,2589,7,0,0,1,0,31.38,0
60.17,1678,10,0,0,0,0,14.07,1
528.28,91,7,0,0,0,0,41.91,0
72.36,1115,4,0,0,1,0,62.95,1
332.55,551,3,0,0,0,1,41.43,0
91.98,91,7,0,0,0,0,50.61,0
158.64,1114,9,0,0,0,0,22.84,0
34.74,850,2,0,0,0,1,16.23,0
30.93,334,5,1,0,0,1,34.23,0
100.86,1270,9,0,0,0,0,19.62,0
162.34,2041,5,0,0,0,0,76.06,1
69.15,737,3,0,0,1,0,42.89,0
20.95,1114,1,0,0,0,0,20.79,0
19.6,109,4,0,0,0,0,11.69,1
18.46,230,3,0,0,0,1,61.54,0
13.59,655,7,0,0,0,0,13.42,0
73.59,1828,2,0,0,0,0,30.12,0
183.56,2674,5,0,0,0,0,36.3,0
65.89,3159,3,0,0,1,2,13.58,0
8.72,2529,4,0,0,0,0,26.74,0
56.17,2478,5,1,0,0,2,68.38,1
57.6,3744,11,0,0,0,0,8.1,0
439.83,1044,8,0,1,0,0,61.27,0
17.97,3198,7,0,0,0,1,34.48,0
46.92,3749,10,0,1,0,0,17.83,0
309.6,2283,4,0,0,0,0,7.57,0
99.98,3367,6,0,0,1,0,27.35,1
110.72,576,7,0,0,0,0,18.67,0
73.93,3518,4,0,0,0,0,27.08,0
89.74,2269,4,0,1,0,0,45.55,1
134.27,909,6,0,0,0,0,6.99,0
32.18,274,3,0,0,0,1,33.03,0
146.97,2888,5,0,1,0,0,90.83,0
19.38,1740,3,0,0,0,0,20.85,0
89.62,1260,3,1,0,0,0,41.02,1
78.33,1579,7,0,0,0,2,4.04,1
38.3,3964,4,0,0,0,0,6.94,0
65.34,1728,4,0,1,0,0,16.73,1
38.08,342,4,1,0,0,0,70.68,0
25.42,1140,5,0,0,0,0,19.14,0
48.51,607,4,0,0,0,0,41.96,0
24.69,2752,6,0,0,1,0,18.95,0
89.17,3207,2,0,0,0,0,9.96,0
23.69,3368,7,0,0,0,1,24.66,1
126.57,2542,6,0,0,0,1,44.7,1
23.03,3081,4,0,0,0,0,61.65,0
40.06,1686,4,0,0,0,1,27.4,0
38.01,2522,7,0,0,0,0,41.87,0
219.78,454,5,1,0,0,0,31.11,1
89.77,2167,5,0,0,1,0,33.34,1
55.12,2243,5,1,0,0,0,13.81,1
104.46,153,5,0,0,0,0,15.12,0
10.01,2206,2,0,0,1,1,10.93,0
64.15,2900,6,0,0,0,0,20.07,0
402.53,1489,8,0,0,1,0,55.58,0
75.12,2193,4,0,0,0,0,82.57,1
70.89,1165,5,0,0,0,1,55.51,0
109.21,1104,4,0,0,0,1,40.43,1
149.31,544,7,0,0,0,0,30.45,0
11.05,1331,2,0,1,0,0,55.4,1
14.67,3218,5,0,0,0,0,173.08,0
80.58,3744,4,1,0,0,0,35.75,1
35.04,2553,5,0,0,0,1,44.32,0
217.2,2508,5,0,0,0,0,35.98,0
50.22,2466,6,0,0,1,0,97.97,1
11.69,1919,9,0,0,0,0,26.69,1
21.3,1709,3,1,0,0,0,14.98,1
5.61,2495,4,0,0,0,2,48.48,0
54.02,3144,7,1,0,0,0,15.03,0
56.29,1672,3,1,0,0,0,37.64,0
45.51,2276,4,0,0,1,0,30.61,1
176.09,1896,4,0,0,0,0,41.29,0
196.11,1163,7,0,0,0,0,31.66,1
57.21,1182,5,0,1,1,0,5.38,0
9.76,342,6,1,1,0,2,45.44,1
116.23,1776,3,0,0,0,2,38.56,0
109.93,2858,3,1,0,1,2,64.93,1
88.1,2751,3,0,1,0,1,16.37,0
161.31,3943,4,0,0,0,0,4.58,0
23.37,188,8,0,0,0,1,48.16,1
406.62,3049,4,0,0,0,0,46.72,0
28.12,3186,5,0,0,0,0,44.71,0
130.88,1762,8,0,0,0,1,109.0,1
14.61,1153,2,0,0,0,0,1.27,0
28.87,1447,7,1,0,0,0,4.5,1
261.06,2739,8,0,0,0,0,9.6,0
52.73,3452,8,0,0,0,0,51.97,0
142.01,2581,2,0,0,0,0,68.47,0
82.54,2071,3,0,0,0,1,31.74,0
60.68,2620,3,0,0,0,0,45.76,0
227.57,310,6,0,0,0,1,15.47,0
53.89,2444,4,0,0,0,0,12.21,0
13.43,197,2,0,0,0,0,6.4,0
32.37,3837,4,0,0,0,0,45.63,0
109.52,3560,7,0,0,0,1,65.15,0
95.2,2048,6,0,0,0,1,8.58,0
16.28,1515,7,0,0,0,0,14.66,0
34.75,2937,5,0,0,0,0,19.72,0
39.51,2561,3,0,0,0,2,9.99,0
47.99,2830,7,0,0,0,0,38.2,0
19.33,2076,5,0,0,0,0,22.31,0
37.88,967,8,0,1,0,0,72.91,0
34.61,320,3,1,0,0,1,15.68,0
133.54,1154,3,1,0,0,0,55.61,1
138.13,2130,5,0,0,0,0,6.93,0
58.49,1713,3,0,0,0,0,17.54,0
46.86,2040,5,0,0,0,1,32.84,0
75.64,1132,6,0,0,0,1,38.46,0
31.98,3753,5,1,1,0,1,80.45,1
23.76,1485,6,0,0,0,0,37.39,0
28.61,3389,5,0,1,0,0,37.84,1
37.66,1582,7,0,0,0,0,12.38,1
23.4,1791,4,0,0,0,2,14.06,0
77.16,2427,3,0,0,1,0,19.44,0
128.6,1074,7,0,0,0,0,28.86,0
15.98,902,5,1,0,0,0,26.65,1
68.21,1535,5,0,0,0,0,38.7,0
54.71,3223,3,1,0,0,0,74.56,0
90.68,604,4,0,0,0,0,29.94,0
65.91,1767,7,1,1,0,1,50.69,1
18.03,2698,10,1,0,0,1,13.91,1
21.41,2833,4,0,0,0,0,81.97,0
68.48,1754,2,0,0,1,0,29.14,0
168.33,353,2,0,0,0,0,81.09,0
9.09,93,7,0,0,1,0,23.75,0
91.03,1895,5,0,0,0,0,20.75,0
194.54,3245,6,0,0,1,0,17.17,0
58.11,142,6,0,0,0,0,10.69,0
109.42,3553,7,0,0,0,0,58.73,0
35.42,2713,5,1,0,0,1,14.65,1
59.89,61,2,1,1,0,1,37.78,0
15.51,1394,5,0,0,0,0,9.58,0
8.09,905,4,0,0,0,0,97.58,1
155.79,3798,3,0,0,0,1,59.7,1
27.48,2232,7,0,0,0,0,56.92,0
44.26,1316,7,1,0,0,0,33.18,1
19.15,1133,1,1,0,0,0,26.57,0
18.75,2268,7,0,0,0,0,18.32,0
57.03,50,4,0,0,0,0,80.13,0
34.58,1051,4,0,0,0,0,6.76,0
93.71,686,5,0,0,0,0,46.32,0
100.21,2491,5,0,0,0,0,15.25,0
89.01,2686,3,0,0,0,0,9.53,0
82.66,1884,5,0,0,0,0,21.96,0
275.89,585,4,0,1,0,0,22.25,0
25.51,1501,4,1,0,0,0,39.31,1
63.47,3376,5,0,0,0,0,64.05,1
184.83,838,6,0,0,0,0,25.86,0
208.11,678,6,0,0,0,0,4.82,0
18.55,472,7,1,0,0,0,14.25,0
50.34,3272,3,0,0,0,0,25.57,0
226.4,505,4,1,0,0,1,20.13,1
105.35,2339,5,0,0,0,0,46.36,0
79.5,3996,8,1,0,0,0,38.13,0
54.82,2577,5,0,0,0,0,52.34,0
47.21,1666,5,0,0,0,2,2.52,1
86.44,851,3,0,1,0,0,60.3,0
53.14,37,10,0,0,0,0,5.35,0
64.18,647,6,0,1,0,0,43.8,1
71.57,3813,7,0,0,0,0,71.19,0
36.22,600,3,0,0,0,0,2.08,0
107.65,109,9,0,0,1,0,26.77,1
918.57,3269,6,0,0,0,0,20.25,0
13.47,1691,5,0,0,0,0,8.51,0
89.27,1447,2,0,1,0,0,2.1,0
33.64,2878,7,1,0,0,1,61.17,1
112.13,2106,4,0,1,0,1,9.05,1
69.54,3660,3,0,0,0,0,150.34,1
132.38,1886,4,1,0,0,0,9.83,0
192.09,2860,5,0,0,0,0,10.63,0
79.3,3519,6,0,0,0,2,0.97,1
184.72,1870,4,0,1,0,0,9.02,0
8.09,1158,5,0,0,0,0,12.55,0
279.05,3898,2,0,0,1,1,27.63,0
93.46,930,6,0,1,0,1,43.85,1
175.93,186,2,0,0,0,0,17.32,0
22.24,2325,4,0,0,1,0,43.45,0
31.57,3947,6,0,0,0,1,88.33,1
76.05,373,10,0,1,0,0,22.82,1
65.67,3402,4,0,0,0,0,18.2,0
86.04,3326,5,0,0,0,0,10.64,0
176.98,3717,4,0,0,0,0,28.21,0
13.62,1703,4,1,0,0,1,79.35,1
160.2,1041,3,0,1,0,1,27.1,0
67.19,2063,7,0,0,0,2,44.68,0
55.51,595,7,0,0,0,1,28.4,0
17.74,3376,5,0,0,0,0,26.49,0
104.87,2663,5,0,0,0,0,133.41,1
7.59,1948,5,0,0,0,0,37.43,0
119.53,2077,6,0,0,0,0,55.63,0
17.41,2857,6,0,0,0,2,41.6,0
69.97,2106,4,0,0,0,1,27.65,0
59.9,3364,4,0,0,0,1,16.77,0
191.06,3700,3,0,0,0,0,78.02,0
56.78,3800,1,0,0,0,0,4.4,0
35.7,2491,5,0,0,0,1,14.73,1
42.27,2977,7,0,0,0,2,14.99,1
209.68,1264,4,0,0,0,1,58.4,0
108.06,181,4,0,0,0,0,80.52,0
47.13,1618,6,0,0,0,0,7.29,0
53.9,3490,8,0,0,0,2,24.44,0
16.27,559,2,1,0,0,0,57.11,0
94.6,2196,5,0,0,0,0,15.82,0
13.68,793,4,0,0,0,3,44.26,1
131.19,1734,7,0,0,0,1,23.4,1
74.87,599,3,0,0,0,1,111.65,0
571.5,2946,3,0,0,0,1,17.09,0
24.78,3246,8,0,0,0,1,49.9,0
60.8,3040,5,0,0,0,0,19.61,0
336.45,2828,5,0,0,0,0,32.08,0
194.85,963,4,0,0,1,0,8.21,1
35.64,2135,6,0,0,0,1,44.56,0
81.58,445,5,0,0,0,0,64.94,0
66.81,1516,3,0,0,0,0,6.75,0
85.95,2038,3,0,0,0,2,13.96,0
35.56,2683,5,0,1,0,0,60.22,0
61.54,414,5,0,0,0,1,20.97,0
15.83,3257,7,1,0,0,1,25.81,1
75.31,1851,4,0,0,0,0,9.75,0
99.98,3528,5,0,0,0,0,65.93,0
54.34,2124,8,0,0,0,1,8.23,0
15.59,2201,2,0,0,0,1,25.8,0
162.34,2779,4,0,0,0,1,16.81,0
92.58,3284,8,0,0,0,0,51.21,1
34.69,655,4,1,0,0,1,135.11,1
51.8,2059,2,0,0,0,0,4.96,0
17.28,148,7,0,0,0,0,15.8,0
26.5,1913,6,0,0,0,1,20.59,0
41.1,3259,6,0,0,0,0,7.86,0
201.46,3465,4,0,0,0,0,28.17,0
37.5,1155,5,1,0,0,1,54.65,1
118.65,1563,8,0,0,1,0,34.66,1
41.08,2219,4,0,0,0,0,45.48,1
83.36,1601,3,0,0,0,0,14.85,0
58.72,736,4,0,0,0,0,45.87,1
146.31,1240,5,1,0,0,0,33.75,0
41.21,1634,4,0,0,0,0,9.29,0
16.2,2089,4,0,0,1,0,29.45,1
19.23,3685,4,0,0,0,0,16.87,0
41.32,2193,5,0,0,0,0,179.21,1
21.67,1566,8,0,0,0,0,57.3,0
96.47,2652,8,0,0,0,0,32.2,1
43.85,3099,4,0,1,0,1,73.82,1
565.18,1739,6,0,0,0,0,46.69,1
13.96,1972,2,0,0,0,0,9.44,0
80.1,894,4,0,0,0,0,89.57,0
24.16,3463,1,1,0,1,1,7.24,1
42.77,3471,3,0,0,0,0,81.95,0
75.74,724,1,0,1,0,0,34.43,0
8.22,1403,7,1,0,0,0,28.1,1
82.53,1109,8,1,0,0,1,14.5,1
369.67,3694,3,0,0,0,1,35.87,0
44.34,288,4,0,0,0,1,44.58,0
84.25,853,8,1,0,0,0,41.85,1
167.74,1280,1,0,1,0,0,34.06,0
57.54,2253,5,0,0,0,1,25.06,1
39.53,1018,4,0,1,0,0,48.66,1
8.6,2160,8,1,0,0,0,20.53,0
118.73,2996,5,0,0,0,1,27.1,0
60.23,3319,8,0,0,0,0,39.63,0
26.8,423,2,1,0,0,1,29.18,0
74.73,581,3,0,0,0,1,7.36,0
39.44,407,4,0,0,0,0,34.35,0
41.45,3642,6,0,0,0,0,34.49,0
115.08,2618,2,0,0,0,0,32.21,0
19.99,2139,2,0,0,0,0,25.38,0
171.16,3169,7,0,1,0,0,22.01,1
18.96,2356,7,0,0,0,0,29.74,0
36.73,964,5,1,0,0,0,14.74,0
376.4,2055,3,0,0,0,1,77.4,0
183.94,2821,5,0,0,0,2,40.31,0
72.81,173,4,0,0,0,0,37.1,0
28.6,2437,5,0,0,0,2,63.99,1
41.42,2003,9,0,0,0,0,12.97,0
71.23,305,2,0,0,0,1,19.14,0
68.98,1076,5,0,0,0,0,17.77,0
61.45,1810,5,0,0,0,0,38.46,0
64.86,1390,4,0,0,0,1,12.51,0
54.99,1181,6,0,0,0,0,51.69,0
18.21,2606,3,0,0,0,1,37.61,0
41.89,1635,3,0,0,0,0,16.82,0
151.89,2005,3,1,0,0,0,8.33,0
19.46,3199,5,0,0,0,0,36.81,0
56.23,400,3,0,0,0,1,5.41,0
31.89,1458,3,1,0,0,0,15.55,0
73.72,319,5,0,1,0,0,26.49,0
47.0,3711,8,1,1,0,0,24.95,1
252.06,767,6,0,0,0,0,17.26,0
105.21,3284,6,1,0,0,0,49.46,0
20.48,787,5,1,1,0,0,13.79,0
122.01,1316,5,1,0,0,0,17.05,0
33.21,2444,3,0,0,1,0,31.73,0
39.67,3330,4,1,0,1,0,31.81,0
88.45,735,6,0,1,0,0,9.79,1
42.84,876,2,0,0,0,0,30.57,0
148.94,3530,4,0,0,0,0,18.8,0
33.21,1308,3,0,0,0,1,17.79,0
38.2,862,4,1,0,0,1,36.04,0
36.94,2981,5,0,0,0,2,12.34,0
40.08,391,6,0,0,0,0,23.81,0
179.34,3471,7,0,0,0,1,27.67,0
117.44,3506,1,0,0,1,0,36.45,0
310.74,3430,12,0,0,1,0,16.19,0
513.31,1202,1,0,0,0,0,42.24,0
26.37,483,4,0,0,0,0,50.77,0
71.05,1718,9,0,0,0,0,49.96,0
23.14,1358,5,0,0,0,0,9.23,0
33.12,3837,4,0,0,0,1,49.0,0
37.82,2537,3,0,0,0,0,50.49,0
25.75,3779,2,0,1,0,0,88.26,0
25.88,3010,7,1,1,0,0,10.45,1
58.57,2868,5,1,0,1,0,71.15,1
22.31,474,4,1,0,0,1,5.26,0
142.3,303,3,1,0,0,1,51.73,0
29.2,214,2,0,0,0,0,58.93,0
835.99,2385,2,0,0,0,0,50.19,0
44.42,830,12,1,0,0,0,7.12,1
71.15,3956,3,0,0,0,0,68.05,0
20.78,556,2,1,1,0,0,127.19,1
309.66,3789,5,0,0,0,0,11.8,0
182.65,2680,4,1,1,0,0,22.58,0
87.11,450,3,0,1,1,1,15.84,0
19.84,262,8,1,0,1,0,44.49,1
80.61,1601,2,0,0,0,1,19.99,0
24.31,1375,9,0,0,1,0,46.4,1
248.67,1282,2,1,1,0,0,25.35,1
138.14,2128,5,0,0,1,0,31.98,0
72.67,545,5,0,0,1,1,28.68,0
7.44,543,4,0,0,0,0,5.45,0
27.52,2788,5,0,0,0,0,30.78,0
123.84,3961,5,0,0,0,0,7.35,0
198.66,1117,7,0,0,0,0,8.58,0
180.96,3729,7,0,1,0,0,68.99,1
15.91,1399,6,0,0,0,0,43.82,0
87.48,1363,3,1,1,0,0,41.32,1
166.33,388,6,0,0,0,0,31.15,0
14.99,1710,4,0,1,0,1,112.27,1
66.21,2006,5,0,0,0,0,30.56,0
85.32,2665,4,0,0,0,1,26.67,0
50.87,657,5,0,0,0,1,25.95,0
12.59,779,4,0,0,1,1,61.39,1
49.74,1745,4,0,0,0,1,29.46,0
49.67,306,8,0,0,0,1,36.11,1
58.37,599,3,1,0,0,0,64.67,1
40.16,2527,6,0,0,0,0,42.03,0
44.76,3816,6,0,0,0,0,54.13,0
64.35,2304,5,0,1,0,0,15.73,0
99.31,605,3,1,0,1,0,10.56,1
50.7,3964,5,0,0,0,0,78.69,0
46.12,2101,5,0,0,0,0,52.86,0
72.47,2875,4,0,0,0,0,45.25,0
11.84,812,6,0,0,0,0,37.92,0
102.45,2326,3,0,0,1,0,29.08,0
66.65,333,5,0,0,0,1,16.25,0
69.11,2514,8,1,0,0,0,15.79,1
158.33,833,4,0,0,0,2,10.37,0
11.5,3640,6,0,0,0,0,7.48,0
11.29,247,5,1,0,0,0,13.56,0
85.32,2620,5,0,0,0,2,21.61,0
66.26,583,4,0,0,0,1,78.28,0
77.72,2757,4,0,0,0,0,7.16,0
44.0,1989,3,0,0,0,0,32.02,0
121.26,3870,9,0,0,0,0,83.48,1
154.37,2617,8,0,0,0,0,61.06,1
103.09,1506,3,0,0,1,0,29.58,1
52.73,376,5,0,0,0,0,16.71,0
10.0,2395,5,1,0,1,1,3.96,1
133.26,1780,4,0,0,0,2,32.75,0
200.25,238,1,0,0,0,0,48.1,1
119.12,2337,9,0,0,0,0,17.06,1
30.21,863,3,0,0,0,1,64.02,1
122.29,959,6,0,1,1,0,26.95,1
144.67,65,6,0,0,0,0,36.83,1
271.22,1507,5,0,0,0,1,29.61,0
30.31,896,1,0,0,0,0,63.43,0
54.39,315,4,0,0,0,0,64.83,0
130.65,1754,4,1,0,0,0,43.18,0
70.22,903,5,0,0,1,1,23.44,0
24.4,562,4,0,1,0,1,28.75,0
96.85,1883,5,0,0,0,0,115.61,0
